Agora vamos para o escritório,OUTROS,11
Pode ser ?,DUVIDA,11
O problema dele é outro.  Vou abrir,PROBLEMA,11
Aqui,OUTROS,11
Deixei salvo no word.,INFORMACAO,11
Deixarei aberto para vocês verificarem,INFORMACAO,11
Vou abrir o WhatsApp web para lhe enviar,INFORMACAO,11
Certo,CONFIRMACAO,11
Bom dia Mayllana.,SAUDACAO,11
Que bom que você falou cedo comigo.,OUTROS,11
Não estava conseguindo abrir o sistema.,PROBLEMA,12
Vou lhe passar o acesso.,OUTROS,12
No escritório,OUTROS,12
Usuário:8 senha:8,INFORMACAO,12
Eu ou você?.,DUVIDA,12
Deu certo.,CONFIRMACAO,12
Agora vamos para os frios,OUTROS,12
Nao existe outro meio não. Pois daqui que eu lhe repasse todos estes códigos . Vai levar a manha,OUTROS,12
Nao nao. Nas vezes em que fiz apenas passei o codigo e o Reynaldo convertia,OUTROS,12
Entao ele pediu que quando acabasse os codigos reservas era só mandar os novos castrados e voces cadastrariam. Eles ainda não foram castrados na balança. Faço isso Só depois que falo com vocês.,OUTROS,12
Justamente. Como havia dito. Só está cadastrado somente até o 90. A partir deste número está livre.,INFORMACAO,12
Faça o seguinte.,OUTROS,12
Os meninos já iram cadastrar,INFORMACAO,12
Se este é o caso.,OUTROS,12
Obrigada,AGRADECIMENTO,12
Preciso de reforço em um dos caixas.,OUTROS,12
Por favor,OUTROS,12
Quero dizer que já tentei usar ele e não consegui,PROBLEMA,12
Reforço,OUTROS,12
No caso,OUTROS,12
Ajuda,OUTROS,12
Nao está fechando a venda,PROBLEMA,12
Tudo bem,CONFIRMACAO,12
Obrigada,AGRADECIMENTO,12
Obrigada,AGRADECIMENTO,12
Certo.,CONFIRMACAO,12
Acabei de chegar!.,OUTROS,12
Boa tarde,SAUDACAO,12
É a segunda vez que acontece,PROBLEMA,14
🙄,OUTROS,14
Eita homem dificil,OUTROS,14
O Eduardo pediu que vc esperasse só um pouco enquanto ele troca o computador,INFORMACAO,14
Não vai demorar,INFORMACAO,14
Estou com o cx parado,OUTROS,14
Vai dar pra resolver?,DUVIDA,14
Beleza,CONFIRMACAO,14
Reinaldo esse pc não tem nada instalado,INFORMACAO,14
Edu disse que é para instalar tudo pois é outro pc,OUTROS,14
Tô indo,OUTROS,14
A mesma mensagem de ontem,OUTROS,14
PC da impressora fiscal,OUTROS,14
Não estava no cx no momento,OUTROS,14
Vou la ver o que aconteceu então,OUTROS,14
Está normal,OUTROS,14
O que faço ?,DUVIDA,14
Tem estoque e cadastro certinho,INFORMACAO,14
ok,CONFIRMACAO,15
Boa tarde. Vilmara- funcionária do comércio O Pile. Vamos dar continuidade aos frios.,OUTROS,16
Bom dia Mayllana,SAUDACAO,16
Pode ser agora,OUTROS,16
ok,CONFIRMACAO,16
Vou fechar a venda,OUTROS,16
Pode ser ?.,DUVIDA,16
Certo..,CONFIRMACAO,16
Vou fechar a venda para você verificar o problema.,INFORMACAO,16
ok,CONFIRMACAO,16
Certo.,CONFIRMACAO,16
Certo. Vou testar agora.,CONFIRMACAO,16
Deu erro.,PROBLEMA,16
Certo,CONFIRMACAO,16
Deu Certo.,CONFIRMACAO,16
Tudo ok.,CONFIRMACAO,16
Muitíssimo obrigada!.,CONFIRMACAO,16
Obrigada!.,AGRADECIMENTO,16
Bom da,SAUDACAO,17
Boa tarde Erison,SAUDACAO,17
Dei uma olhada. Poderia fazer demonstração,OUTROS,17
Pode,CONFIRMACAO,17
Bom dia,SAUDACAO,17
Pode ser a tarde,INFORMACAO,17
Boa tarde,SAUDACAO,18
Quando fui fe. ,OUTROS,18
fechar o dia diz que tem um que está. negativo,INFORMACAO,18
Bom dia !,SAUDACAO,19
Paguei logo,OUTROS,19
Ninguém retornou,OUTROS,19
E não consigo falar com Joselio,OUTROS,19
Algum para testaurar,OUTROS,19
O lion tá aí,OUTROS,19
Reinaldo o mawarebyte colocou esses programas aí na quarentena,INFORMACAO,19
Tem algum de vcs que precise?,DUVIDA,19
Pois ainda pode restaurar,OUTROS,19
Vi o lion,OUTROS,19
Quando poder me atender ligue pois tenho um problema na venda da impressora,PROBLEMA,19
Ficou desde a última atualização,INFORMACAO,19
Fala para Gabriel que preciso falar com ele, por favor,OUTROS,19
Mas espero seu retorno para vermos o que está acontecendo e o que fazer na venda,OUTROS,19
Também vou precisar fazer uma NFE amanhã,OUTROS,19
Não usei essa versão ainda,INFORMACAO,19
Reinaldo,OUTROS,19
Só atendo no celular, fixo fica longe,OUTROS,19
O problema é que quando vou fechar uma pré venda no PDV ele está acusando erro como vc falou que era,PROBLEMA,19
Só que vou no produto e está tudo certinho,OUTROS,19
Bom dia,SAUDACAO,20
Preciso falar com Lis,INFORMACAO,20
Posso ligar agora,INFORMACAO,20
Aguardo. Liga nesse número,INFORMACAO,20
Bom día,SAUDACAO,21
Obrigada,AGRADECIMENTO,21
Boa tarde!!!,SAUDACAO,22
Edu me disse que entrariam em contrato comigo,INFORMACAO,22
esse é o da pré venda,OUTROS,22
O sistema fecha ao finalizarmos a conta,PROBLEMA,22
Trava e fecha,PROBLEMA,22
Já vai,OUTROS,22
quem esta me atendendo?,DUVIDA,22
Não é sempre que acontece, geralmente quando estamos passando muita mercadoria, mas é confusão devido clientes da fila não terem paciência,PROBLEMA,22
Veja aí,OUTROS,22
Pois já esta começando o movimento aqui,OUTROS,22
Ou vc pode fazer isso amanhã numa hora mais calma?,DUVIDA,22
O que significa isso?,DUVIDA,22
Esse é do notebook. ..quero fazer cadastro e lanchar nfe nas não abre o sistema,PROBLEMA,22
Veja o que pode ser feito,INFORMACAO,22
Esse atendimento é para agora, por favor.,OUTROS,22
🙄🙄🙄🙄,OUTROS,22
Mayllana também estava esperando me ligarem🙈,OUTROS,23
Nesse momento tem movimento na loja,OUTROS,23
Assim que Joselio sair para o almoço dará pata fazer,OUTROS,23
Eu ligo dessa vez🤞,OUTROS,23
Kkk,OUTROS,23
Estou abrindo outra loja,INFORMACAO,23
Já falei com Gabriel,OUTROS,23
Minha cabeça tá um nó,OUTROS,23
Mas vou ligar assim que estiver no cx,INFORMACAO,23
Oi...gostaria de falar com o Gabriel,INFORMACAO,23
🙄,OUTROS,23
Bom dia,SAUDACAO,24
Não está aparecendo a opção de selecionar com  NF-e ou sem NF-e. Está faturando tudo direto sem NF-e,OUTROS,24
NFC,OUTROS,24
ok,CONFIRMACAO,24
ok,CONFIRMACAO,24
Deu,CONFIRMACAO,24
Bom dia,SAUDACAO,25
veja essa mensagen,OUTROS,25
ok,CONFIRMACAO,25
consigo outra receita,OUTROS,25
ok,CONFIRMACAO,25
Obrigada,AGRADECIMENTO,25
Obrigada Mayllana ...deu certo,AGRADECIMENTO,26
Tenho uma pequena duvida,OUTROS,26
Após fechar uma nota onde posso reajustar os preços?,DUVIDA,26
Onde encontro aquela tela que o XML dá no final para alterar os valores?,DUVIDA,26
🤔,OUTROS,26
Não precisa mais. ..encontrei,OUTROS,26
Desculpa tomar um pouquinho do seu tempo, mas consta aqui no meu sistema um boleto vencido de sua responsabilidade.,OUTROS,26
É muito importante regularizar o mais breve possível, para evitar multas/juros e até a suspensão do serviço.,OUTROS,26
Caso necessite de 2ª via, posso enviar para seu WhatsApp ou E-mail.,INFORMACAO,26
*Se pagou, por favor desconsidere.* ,OUTROS,26
Grata,,AGRADECIMENTO,26
Bom dia,SAUDACAO,27
Veja qual e o meu usuário da fabrica......p eu acessar..... obg,INFORMACAO,27
Tenio certeza q meu isuario e 8 e minha senha esta correta tb..... a loja sao cristovao eu acesso sem nenhum problema,PROBLEMA,27
Mas a fabrica aparece essa msg???,DUVIDA,27
E entao,OUTROS,27
Pode me ajudar,OUTROS,27
Se fosse a senha diria q a senha ou usuario nao  confere,INFORMACAO,27
Vc pode entrar no meu tean vier e resolver isso agora,DUVIDA,27
Estou precisando acessar o meu sistema da fabrica c urgencia,INFORMACAO,27
Agradeco,AGRADECIMENTO,27
Segue o meu teamviewer,OUTROS,27
Vc pode me responde,OUTROS,27
A Mailana por favor,OUTROS,27
Quem esta ai????,DUVIDA,27
Pode me ajudar,OUTROS,27
Esse zap funciona ou nao????,DUVIDA,27
Eu Zemilda da Agroleste,OUTROS,27
Alguem pode responder,OUTROS,27
Vou falar c Gabriel sobre isso,OUTROS,27
E vai ser agora,OUTROS,27
So ele resolve esse tipo de problema,OUTROS,27
Lanento,OUTROS,27
Lamento,OUTROS,27
Agoara vc me dar Bom dia,OUTROS,27
Que coisa,OUTROS,27
Desagradavel,OUTROS,27
Vc ai lendo todo o meu texto e nao responde,OUTROS,27
Com quem estou falando???,OUTROS,27
Entao moca,OUTROS,27
Estou tentendo acessar a fabrica e nao dar certo... quero saber o que e essa mensagem....,OUTROS,27
O q houve q eu nao entro c minha senha,PROBLEMA,27
Achei o meu usuario e 16....,INFORMACAO,27
E o q esta acontcendo,DUVIDA,27
E ai ahora????,DUVIDA,27
Resolva agora,OUTROS,27
Plis,OUTROS,27
Faca usso mesmo,OUTROS,27
Entao peco q vc Mailanda faca um novo.....,OUTROS,27
O mais rapido possivel,OUTROS,27
E me avisa....,OUTROS,27
Senha para acesso no site no IP: agrolesteloja,,27
No momento nao estou com meu computador.... so final do dia,OUTROS,27
Um instante,OUTROS,27
Bom dia! ,SAUDACAO,28
Preciso falar com o  Reinaldo,INFORMACAO,28
Preciso da sanha pra entrar  no sistema Novo quê ele instalou,INFORMACAO,28
Tem alguém disponível  pra fazer a apresentação do novo sistema pra mim  pelo teamviwer,INFORMACAO,28
Eu tive quê  sair,  e eu  combinei com ele em fazer essa apresentação  pelo teamviwer,INFORMACAO,28
E porque ela ainda tá como se estivece aberta?,DUVIDA,29
ok,CONFIRMACAO,29
Não obrigado!,,29
Bom dia,SAUDACAO,30
Não estou conseguindo enviar o arquivo para anvisa,PROBLEMA,30
Essas são as mensagens,OUTROS,30
Gostaria de sua ajuda,OUTROS,30
Bom dia,SAUDACAO,31
Minha pré venda não tá abrindo,PROBLEMA,31
ok,CONFIRMACAO,31
ok,CONFIRMACAO,32
ok,CONFIRMACAO,32
Já vai,OUTROS,32
Não tem,NEGACAO,33
Só não vai zerar só o zypred colírio e o vigamox colirio,OUTROS,33
Sim,CONFIRMACAO,33
Certo,CONFIRMACAO,33
Tem como tirar do sistema da anvisa,OUTROS,33
Oi bom dia mayllana,SAUDACAO,34
é do armazém Brasil é q o certificado digital já foi aprovado,INFORMACAO,34
e queria saber o q precisa para terminar o procedimento?,DUVIDA,34
Não ainda não,NEGACAO,34
Já pode comprar?,DUVIDA,34
E qual modelo e marca q vc indica ?,DUVIDA,34
ok,CONFIRMACAO,34
Obg,AGRADECIMENTO,34
Oi,SAUDACAO,34
A impressora já foi comprada,INFORMACAO,34
Eu não consegui baixar p mandar p vcs,INFORMACAO,34
Tem como eu mandar o teamviewer,INFORMACAO,34
P vc fazer,OUTROS,34
Id 660203582,INFORMACAO,34
Senha 3797,INFORMACAO,34
Ta e agora,DUVIDA,34
Faço o q,DUVIDA,34
ok,CONFIRMACAO,34
Sim recebir,CONFIRMACAO,34
Vou pagar em Teresina aqui não paga boleto essa hora. Aí deixa p fazer amanhã.,INFORMACAO,34
ok,CONFIRMACAO,34
Ola Bom dia,SAUDACAO,35
Olha o sistema do computador do caixa ta travando muito hj,PROBLEMA,35
Mais cedo precisei desligar o computador,PROBLEMA,35
To esperando destravar,INFORMACAO,35
Sim,CONFIRMACAO,35
Pronto deu certo,CONFIRMACAO,35
Obg✌🏽,AGRADECIMENTO,35
Bom dia,SAUDACAO,36
Sou funcionária do comércio o Pile,INFORMACAO,36
Como faço para excluir intens que não consta no nosso estoque e não vem mais ?.,DUVIDA,36
E caso tenha em cadastro dois dos mesmos intens. Sendo que um dos mesmo consta o código de barra. E o outro foi cadastrado sem?.,DUVIDA,36
Ele some da lista de busca de intens ?.,DUVIDA,36
Certo.,CONFIRMACAO,36
Por favor. Me envie seu e-mail para eu encaminhar a planilha de frios.,INFORMACAO,36
Obrigada!.,AGRADECIMENTO,36
Estou lançando NFE até sábado, mais ou menos isso,INFORMACAO,37
?????,DUVIDA,37
Id.563.086.413 senha.8771,OUTROS,38
A mensagem era estabelecimento inativo,INFORMACAO,38
Quero um atendimento,INFORMACAO,39
Gerar e enviar as vendas para anvisa,INFORMACAO,39
ID 880872418,OUTROS,39
Senha 4758,OUTROS,39
Quero que você esse primeiro,INFORMACAO,39
Veja se ficou tudo ok e eu continuo,INFORMACAO,39
Bom dia,SAUDACAO,40
Instalação ficou marcada  pra que dia ?,DUVIDA,40
Achei que seria hoje,OUTROS,40
Então ?,DUVIDA,40
Amanhã ?,DUVIDA,40
Pois aguardo amanhã,INFORMACAO,40
Esse e-mail não existe mais,INFORMACAO,41
Pois troca,OUTROS,41
Tenho não,NEGACAO,41
Esse e-mail não é mais o meu,OUTROS,41
helianacsilva@hotmail.com,INFORMACAO,41
Ok Obrigada,AGRADECIMENTO,41
Emulador,OUTROS,42
E também esta cortando papel no emulador,OUTROS,42
Só no emulador esse problema.,INFORMACAO,42
????,DUVIDA,42
BOA,CONFIRMACAO,42
ok,CONFIRMACAO,42
Preciso que resolvam urgente. Estamos com evento na loja,INFORMACAO,43
Bom dia,SAUDACAO,43
??????,DUVIDA,43
opa,OUTROS,43
ok,CONFIRMACAO,43
De certo,CONFIRMACAO,43
Não.,NEGACAO,44
esta na tela,INFORMACAO,44
Boa tarde,SAUDACAO,44
e que pode fazer?,DUVIDA,44
o rapaz so volta do almoço. as 15 horas,INFORMACAO,44
estou preocuada se ele não. restaurou,INFORMACAO,44
pedi pra ele antes de fazer ligar pra pra. ir pra saber o que podia restaurar,OUTROS,44
nao abre a tela da venda e a de cadastro do sevidor,PROBLEMA,44
Bom dia.,SAUDACAO,45
Tenho um notebook que só funciona sistema no mesmo cabo.,INFORMACAO,45
Quando mudo de local não funciona e nem no wi-fi.,PROBLEMA,45
Poderiam habilitar para ser usado no wi-fi?,DUVIDA,45
Vou verificar,OUTROS,45
Só um minuto,OUTROS,45
Vamos lá,OUTROS,45
ok,CONFIRMACAO,45
Não,NEGACAO,45
Não,NEGACAO,45
Só um minuto,OUTROS,45
Não sei pq ms não conecta,PROBLEMA,45
Sem cabo,OUTROS,45
Removi o cabo,INFORMACAO,45
Esse é o problema.,OUTROS,45
Não sei pq ms não conecta em outro camone nem wireless,PROBLEMA,45
Deu certo,CONFIRMACAO,45
Já resolvi o problema. Estou usando sistema,CONFIRMACAO,45
certo,CONFIRMACAO,45
Boa tarde,SAUDACAO,46
nao foi aceito,PROBLEMA,46
Bom dia, preciso que me demonstre como realizar reajuste de percentual. Estou reajustando e não esta dando Certo.,OUTROS,47
o arquivo anterior nao foi aceito,INFORMACAO,48
so pode enviar se anterior for aceito?,DUVIDA,48
nao foi validado,NEGACAO,48
nao posso fazer venda?,DUVIDA,48
e gerar?,DUVIDA,48
posso gerar.?nao posso e enviar?,DUVIDA,48
ik,CONFIRMACAO,48
ok,CONFIRMACAO,48
Obrigada,AGRADECIMENTO,48
ok,CONFIRMACAO,48
mandei,CONFIRMACAO,48
mandei pela manha,INFORMACAO,48
vou mandar novamente,INFORMACAO,48
estou indo ao Banco. volto logo,OUTROS,48
cheguei,OUTROS,48
Qual?,DUVIDA,48
viadex ?,DUVIDA,48
acho que dei entrada na mesma receita varias vezes,INFORMACAO,48
ok,CONFIRMACAO,48
ik,CONFIRMACAO,48
ok,CONFIRMACAO,48
Obrigada,AGRADECIMENTO,48
Boa tarde,SAUDACAO,49
ok,CONFIRMACAO,49
ok,CONFIRMACAO,49
Boa tarde,SAUDACAO,50
a Anvisa esta fora do ar?,DUVIDA,50
ok,CONFIRMACAO,50
Obrigada,AGRADECIMENTO,50
Bom dia,SAUDACAO,51
Preciso saber dos meus relatorios de co tas a recebe...,INFORMACAO,51
Do sistema anterior e siatema atual,INFORMACAO,51
Plos,OUTROS,51
Nesse momwnto me encontro na fabrica,OUTROS,51
Vamos analozar esses relatorios.....,OUTROS,51
Ola,SAUDACAO,51
Ola,SAUDACAO,51
Boa tardep,SAUDACAO,51
A Mailana por favor,OUTROS,51
Preciso saber onde se encontra no meu computador os relatorios denco tas a receber,INFORMACAO,51
Vc pode meninformar,DUVIDA,51
Sei,CONFIRMACAO,51
So um instante,OUTROS,51
Nao chegou,NEGACAO,51
Em qual email vc enviou,DUVIDA,51
Meu email.... zemildaaraujo@hotmail.com,INFORMACAO,51
Eatou precisando desses relatorios p agora,OUTROS,51
Plis,OUTROS,51
Ou vc enviou p email da fabricab,INFORMACAO,51
Mas vc encaminhou p email da fabrica,INFORMACAO,51
Nao chegou,NEGACAO,51
Nao chegou,NEGACAO,51
No meu email,OUTROS,51
Oi querida,SAUDACAO,51
Ola,SAUDACAO,51
Entao vamos fazerno meu atendimento,OUTROS,51
Quem e,DUVIDA,51
Agroleste fabrica,OUTROS,51
Entao preciso dos meus relatorios de contas,INFORMACAO,51
A receber do sistema antigo e sistema atual,INFORMACAO,51
Atual de 01.12.2015 ate a pra te data,INFORMACAO,51
E como fica a questao dos cheques q estao pensentea comonpromissorias????,DUVIDA,51
Nao chegou,NEGACAO,51
Minha querida,OUTROS,51
Entao vc envio relatorio repetido,OUTROS,51
Preciso falar c vc,OUTROS,51
Por trlefone enpossivel??,DUVIDA,51
Oi,SAUDACAO,51
Vamos falar no zap mesmo,OUTROS,51
Alo,SAUDACAO,51
Ficou acertado de vc enviar relatorio do sistema anterior de contas a receber de 2001 a 30.11.2015 ou seja  1 dia antes de iniciar o PDV PLUS,OUTROS,51
Certo???,DUVIDA,51
E outro relatorio de contas a receber de 01.12.2015 ate a presente data???,DUVIDA,51
Confere?,DUVIDA,51
E menfale coko iremos resolver as baixas dos cheques,OUTROS,51
E preciso o que p que se ja baixado???,DUVIDA,51
Me instrua como devo baixar,OUTROS,51
Sei,CONFIRMACAO,51
Mas a quantidade de cheques q se encontra em aberto coko nota promossoria a receber  sao muitos,INFORMACAO,51
Estou rapidez nesse relatorio sem cheques,OUTROS,51
A partir de agora sera feito dessa forma,OUTROS,51
Mas os cheque q estao em aberto e voces que tem que resolver,OUTROS,51
Vc resolve,OUTROS,51
Ou eu ligo ou vou direto atenai agora resolber,OUTROS,51
Essa situacao,OUTROS,51
Vx esta entendendo,OUTROS,51
Estou com essa,OUTROS,51
Situacao dificil eno q eu escuto da sua solucao e essa,OUTROS,51
Que atendimwnto e esse,OUTROS,51
Resolva isso agora,OUTROS,51
Ligo o meu tean,OUTROS,51
Nao,NEGACAO,51
Nao,NEGACAO,51
Nao,NEGACAO,51
Por vcs,OUTROS,51
Ai Sim,CONFIRMACAO,51
Vc faz dessa maneira e ampartir de agora,OUTROS,51
Mas vai ficar ainda no registro desse cheque baixado que ele era um cheque???,DUVIDA,51
Ou quando vc baixar todos os cheques eles naonirao aparecer mais como cheques???,DUVIDA,51
Preciso saber dessas informacao muito concreta,OUTROS,51
E registrada tb por email,OUTROS,51
E ai....,OUTROS,51
Nao entendi,OUTROS,51
Entao vc pode baixar todos,OUTROS,51
Me envia seu email q eu envio agora,OUTROS,51
Certo,CONFIRMACAO,51
Entendido,CONFIRMACAO,51
Entendo,CONFIRMACAO,51
clicar em agendar e colocar a data, o banco agencia e conta, em o valor deverá entrar  ser depositado,OUTROS,51
E dai continua fazendo a baixa,OUTROS,51
Ficara sendo baixado dessa maneira q vc orientou...clicar em agendar e colocar a data,INFORMACAO,51
E tal.... ok,CONFIRMACAO,51
Ja vou providenciar,OUTROS,51
Ola,SAUDACAO,51
Oi Maillana,SAUDACAO,51
Alo,SAUDACAO,51
E ai moca,SAUDACAO,51
E esta dando certo???,DUVIDA,51
As baixas??,DUVIDA,51
Entao vou enviar agoranp seu email uma solicitacaode todas as solicitacoes tecnicas domperido de 01.12.2015,OUTROS,51
E aguardo c maior urgencia,OUTROS,51
Hum.....,OUTROS,51
Vc lembra aquele cloente q nos estudamos contas a receber dele Cliente SrEzequiel q debito dele era se 29.000,00 entao depois q vc baixou,OUTROS,51
Os cheque ms so ficou em aberto valor 50,00,OUTROS,51
O vc me diz....,OUTROS,51
Essas suas baixas estao corretas mesmo,OUTROS,51
Entao instale jo meu computador tb....,OUTROS,51
Esse acima e meu tramviewer,OUTROS,51
Ola,SAUDACAO,51
Oba,SAUDACAO,51
E agora nao lembro ainha senha antiga,OUTROS,51
Me ajude a minha senha,INFORMACAO,51
Oba,OUTROS,51
Blz,CONFIRMACAO,51
Agora vai,OUTROS,51
Como parar essa visualozacao???,DUVIDA,51
Blz,CONFIRMACAO,51
Nao fechava,NEGACAO,51
Tem alguma tecla,DUVIDA,51
???,DUVIDA,51
Mas ....,OUTROS,51
Ola,SAUDACAO,51
Agora veio tb os cartoes de credito..,OUTROS,51
????  A receber......,OUTROS,51
Ola,SAUDACAO,51
Boa tarde,SAUDACAO,51
Preciso falar c vc urgente,OUTROS,51
E referente meu relatorio q estou concoliando,OUTROS,51
E esta sirgibdo duvidas,DUVIDA,51
Plis,OUTROS,51
Vc pode me acompanha na minha conciliacao,OUTROS,51
Plis,OUTROS,51
Boa tarde!,SAUDACAO,52
Hoje a impressora hoje ainda não imprimiu, já desligamos o sistema é nada,PROBLEMA,52
Já desligamos é ligamos ela é nada,PROBLEMA,52
Ja,CONFIRMACAO,52
Jaja,OUTROS,52
ok,CONFIRMACAO,52
Olha o que aparece,OUTROS,52
Pronto,CONFIRMACAO,52
Ja liguei,CONFIRMACAO,52
Sim,CONFIRMACAO,52
ok,CONFIRMACAO,52
Deu certo,CONFIRMACAO,52
Não!,NEGACAO,52
Obrigado,AGRADECIMENTO,52
Bom dia,SAUDACAO,53
Ainda hoje não conseguimos enviar as informações para a anvisa,INFORMACAO,53
Sempre dando erro,PROBLEMA,53
Tem outro meio?,DUVIDA,53
Vou aguardar contato,OUTROS,53
Bom dia,SAUDACAO,54
Me passa o site pra que possa verificar se o programa de desconto foi liberado,DUVIDA,54
Por favor,OUTROS,54
Bom dia,SAUDACAO,55
Foi enviado boleto pro e-mail,INFORMACAO,55
nayferreira852@hotmail.com,INFORMACAO,55
ok,CONFIRMACAO,55
Bom dia. Segue o comprovante de pagamento,INFORMACAO,56
Ok. Obg,AGRADECIMENTO,56
Oi. Reinaldo já chegou?,DUVIDA,56
Pode ser,CONFIRMACAO,56
Ta ok,CONFIRMACAO,56
